SOURCE_ID,ra,dec,phot_g_mean_mag,pmra,pmdec,parallax
2097680689002326784,279.52966646281254,38.341103030692665,20.241247,-5.92969191284113,-12.586058960354721,1.0594959087691516
2097680689005930752,279.536223223875,38.34364828414239,16.424276,-2.49311553220881,-12.376260475376668,0.5778020960361743
2097680689005931008,279.53668713038553,38.34513465030851,14.392569,5.034246373262247,-2.643258926984987,7.05069190147581
2097681097023097728,279.56219446602745,38.358752241902764,18.512716,-2.738664944586047,-7.506072025130207,0.4812568108053934
2097681097023098880,279.5650893702616,38.36277663677527,17.721333,-1.254104497442968,-2.620530631331973,0.3095020777596964
2097681097026138880,279.55861057013294,38.361883746611085,20.599009,-8.214007197656635,2.0010642163496493,1.2510429267790713
2097681101323822336,279.55663171823704,38.355894880495335,20.554163,-10.905934999075019,3.2011398450148167,2.863170035050743
2097681135679005952,279.58155434638627,38.364235223365945,20.240784,-2.743128839167487,-2.7330497076108804,0.3167580989503608
2097681165742578176,279.5965912416927,38.37167421913175,18.62088,3.3739132982164577,-0.9026011017863731,0.6252389858913197
2097681165742579840,279.59328260390976,38.37649752422221,21.50542,,,
2097681165742581248,279.59329411287,38.37921212801423,19.66389,-2.8908420136627786,-3.9717986302554187,-0.09695385685384764
2097681165745658240,279.59516485900673,38.37622144160692,20.02054,-1.6103874119075825,2.6718152408645564,0.8219684061051096
2097681170042282752,279.5886415569769,38.381367336641816,17.761177,-1.6501804825217394,-4.921294430389249,0.14552933409436547
2097681200102313344,279.569448642589,38.361073545499636,18.589529,-4.295489119705195,-6.881049580363584,0.12382769952176755
2097681200102317056,279.56482922875284,38.37335987386567,18.994162,-0.31915289603080155,-11.070571856926986,0.3535427824798365
2097681200102318720,279.5640838701068,38.37723271803684,17.493155,0.13324101104467279,-9.280983514164587,0.4992504072149483
2097681204398486144,279.5661617293437,38.37885904167328,21.034586,,,
2097681204399585152,279.566653646426,38.380820280633884,21.079939,,,
2097681234462057728,279.58334206629206,38.37739190306669,16.325521,-2.7320473259813114,-4.274804309718081,0.6308509504742649
2097681234462057856,279.5754317742355,38.37687697849263,19.255634,-1.5318989299066934,-16.073555796552096,0.18624083541662376
2097681234462059264,279.58001288957803,38.38169485587762,18.703579,1.3307393187221617,4.106674763040689,1.3369244702389231
2097681234462103040,279.57747403033795,38.37829182819264,19.534227,-2.0776090468336688,-2.917521386634081,0.21951804590416
2097681234462163968,279.5749215412349,38.38897108709889,20.010958,-0.534634665399036,-5.535825433298857,0.8725374618991181
2097681238758234240,279.57992246291366,38.374661560473406,20.97341,,,
2097681238758238464,279.5737004381228,38.381652462540806,21.027027,,,
2097681238758258432,279.5894480833904,38.385576805762454,20.481846,1.4851928003637824,-13.968150911400954,1.6856277819556762
2097681238759341952,279.57353627455313,38.380122059508544,20.680803,1.6956820089524134,-2.495736831803031,-0.09206797227007257
2097683162903868032,279.6804910659948,38.45701969865671,20.242188,0.3675036301722181,1.4641688105936574,0.678277665186811
2097682574491862016,279.6371776001677,38.402153907727964,20.13917,-5.713067465039875,5.287058930289626,0.4222246068476296
2097682578788147456,279.63388737499696,38.399752380156116,20.252016,0.47689084329202924,2.576748036798393,0.14071150969004195
2097682608851600512,279.6427005242902,38.401899352625485,18.80021,-1.9030911324563002,-2.5994718274530175,-0.08402162138018213
2097682608851601792,279.648731622617,38.40689004927956,19.398817,-38.72323504824471,-52.807908083369,1.6094547632912137
2097682613147905792,279.6364425600236,38.407472037236346,20.459364,-2.7009853718591055,-8.995867820453082,-0.22681404318218756
2097682613151310464,279.6502142264199,38.403800488295545,14.0219345,0.612964676606536,-10.728669217127464,1.118895990960144
2097682643211331200,279.60337875989,38.379374629458695,18.406088,4.942386936414431,-1.2334890278896906,2.930349254893473
2097682643211333248,279.59548782037837,38.38403198089253,17.040886,-5.241371389186838,-6.388828478385118,0.34854658688688567
2097682643211336576,279.6020313798322,38.39399105917922,19.786215,-2.396918428556924,-1.6925850613789328,0.13298177112699563
2097682647507563136,279.60495887351357,38.39161373353969,20.32113,0.7374795565113149,3.5656651527865932,-1.5080393344339331
2097682647511037056,279.6115345964983,38.383675717765854,19.890799,,,
2097682647511037824,279.60578658790706,38.3917872625264,20.508612,-0.5188233262600277,-2.3568378983845744,-0.9328995004845015
2097682677571073792,279.6171120018605,38.39165152437499,20.202282,-3.0734651326474953,-9.095343149189562,0.8578569020284768
2097682677571075584,279.60754420899076,38.39647844738571,17.897682,-0.9793783028573289,-4.2038468151644315,0.026359526105419487
2097682681867302400,279.61333800854095,38.38478319544241,20.963593,,,
2097682681867304064,279.60796349476044,38.389989038451205,20.853249,-3.413136375252007,-10.836219426668439,2.8392216876899377
2097682681870777472,279.61259375695073,38.39344928570705,19.10239,-6.3007621667819755,-9.142711858707598,0.1990880777611699
2097682711930813696,279.6009899169438,38.39580403733215,19.267546,-0.49058566049070973,5.60971197295779,1.1540975562389566
2097682716227027840,279.5938181213682,38.39432137572756,20.54107,-5.6514193267781705,-11.815820579304841,-0.35958534699449207
2097682746290554240,279.6026373663575,38.402602293890965,18.860323,-3.130952039917905,-2.4065832215553415,0.09852060759796705
2097682746290555904,279.6011458030741,38.40850175672635,19.443396,-7.9475662076714695,-8.277595314941006,1.1738874671047654
2097682750590254720,279.59712683609945,38.40819776453886,18.596445,-0.7460060891544856,-7.817163877455995,0.22248425133751143
2097682750590257920,279.60762710504827,38.411206461085676,14.016564,-0.9171273094943668,15.560638045534654,3.7569071687930773
2097682750591268736,279.6016957902299,38.41761909542771,20.245928,-0.2461178832230061,-5.886264830646196,0.7119760650848657
2097682780650294144,279.61526542894615,38.408158596303444,17.033218,1.034497992377685,-0.670755105749762,0.32101226942595296
2097682780650294784,279.6288870463583,38.41061602102917,19.920876,-1.320905513682197,-4.926292468764487,-0.29268567017997016
2097682784946564736,279.62387443024795,38.400394086199185,20.927948,,,
2097682784946577536,279.62128519910533,38.41007829634063,20.702953,-3.703228090650189,7.349215569379011,-0.8003929324199336
2097682784946590208,279.63273113877017,38.40742582230243,20.843348,0.809372394195798,0.6839095995889435,1.7531752259781583
2097682784949998336,279.6228637372733,38.40716912848637,19.790741,-2.3063354196525006,-4.153769596841621,-0.19726816469651628
2097682815010035840,279.63550089060766,38.421073229194285,20.010944,-3.882071359992988,-7.6959235380123125,0.42872589195068117
2097682815010037888,279.63716287460915,38.42620457815444,18.887125,-0.8660780025290169,-4.255726129927398,0.1559836032546011
2097682819306349568,279.63828761516254,38.41373941475044,20.977816,,,
2097682819306356096,279.6322601104345,38.421936315483514,20.26705,-3.8744348217081317,-7.215935291968336,0.23336015750157746
2097682819310746496,279.6313241101158,38.4237438021275,20.138546,-5.66702918298685,-4.617786076275887,0.9211307797970126
2097682849369773312,279.60675822129184,38.41612208733919,18.66425,-3.0321451883395376,-9.541826859583331,-0.1591783444914861
2097682849369775616,279.6138473904892,38.42379179427397,16.940329,0.8975201280419434,-6.700903289156811,0.41270676794903305
2097682849369869696,279.6118590140423,38.42566273919447,20.27502,-5.813902212156498,-7.408995017833341,0.5312958353728694
2097682853666053760,279.60670006989284,38.421917834170436,20.144068,11.435401988925255,38.25922361501424,4.762324775068354
2097682853666058240,279.61248013980116,38.418817691708355,20.14575,-0.7786695220208641,-0.21230446470406333,0.16847133857545066
2097682853669476224,279.6127621479747,38.41996755560721,14.706971,-1.4554894253041832,-1.8125011974018879,0.400580203001162
2097682853669477760,279.61852476010546,38.42241268882919,18.174402,0.432075081305906,-5.056122793713799,0.15830108630456743
2097682883729544960,279.63029278037516,38.436667703958896,18.827307,-3.9315923280802396,18.55593152454666,2.6444506585408956
2097682883729609088,279.6206697486667,38.435046659657004,20.139479,-2.783961089449572,-0.6722405541619132,-0.02944069517506468
2097682888025864192,279.6296884437692,38.436553406509454,20.473995,-5.029947545032487,-9.656826578980787,1.0682754467957398
2097682888026803968,279.6288177571927,38.42858788888748,21.073376,,,
2097682888029222400,279.6294172464663,38.437752662203344,17.155766,-3.915896594731741,-4.413620273574633,1.4149973675608336
2097682918089248768,279.6622126762127,38.41281863739423,20.199503,-2.174106191725033,-6.843914934892442,0.14231954498829694
2097682956748703872,279.6722235482102,38.421305569986465,15.701863,4.81291075233549,7.331098617435318,0.5413148609744453
2097682956748705024,279.6774819880765,38.42563202531561,17.390337,-5.872081039296212,-0.7898102800502004,0.30033691141375374
2097682986811902720,279.6637045473267,38.41631348863581,18.37369,-3.6304126074785934,-5.851505897821221,-0.015170528692836669
2097682991105091584,279.663151584472,38.417391140682966,20.483545,-3.691295530801516,-3.568308977780197,-0.45618330425895337
2097682991105978880,279.6578103248599,38.426917174953,20.614534,-4.508577390713971,-4.51853076212384,-0.10141044666659835
2097682991108439040,279.6624362487514,38.42085464409787,19.715487,-5.8188997964793945,-5.986144442379535,0.4489485835792907
2097683021168562176,279.65919533492024,38.430860791557045,20.451332,-3.3851407086295837,-10.38087448372951,0.15533511956248347
2097683025464867584,279.66496161460225,38.43174681639336,20.85805,,,
2097683025464881920,279.6681579721834,38.4416569583069,21.080465,,,
2097683025468179712,279.66767874792066,38.42315047412702,17.197557,-5.072210402271905,-11.752788056455731,0.5205708256341498
2097683025468179840,279.66589816442365,38.42558655217402,10.709276,-7.715587683258047,-17.916151845446485,3.882421408550085
2097683025468182912,279.67632785577314,38.434238065990556,17.739468,-0.5165482347673246,-3.925584839678999,1.8830879230972597
2097683059827923072,279.68909963362825,38.43315953907454,16.887081,-2.213739007370724,-0.28003392310619557,1.5021524683172398
2097683089887948160,279.6996452517088,38.44512185411781,20.452806,-4.275204928952485,-4.331164199482556,0.8847340011149147
2097683089887948928,279.70210532078664,38.448989248436796,19.188337,0.21135698815982945,-3.485259381761389,0.4180232007342533
2097683089887982976,279.6928055244143,38.44330291547236,19.563976,0.8499746120387933,-0.3891489331621608,-0.3054856441505834
2097683089887983104,279.6953188933266,38.44593499276303,19.662352,0.8800083236336802,-5.758153165134747,0.1212481949526355
2097683094184397440,279.6979787679568,38.44586977440971,20.416643,-4.5471294549565044,1.2092285224349582,0.39124013424487286
2097683124247685504,279.68661674391757,38.44097045407423,18.968475,3.7075125799546242,-12.604229950822985,0.16490235286722416
2097683124247686656,279.6813638782242,38.44521649460354,19.021238,-4.719092192781049,-4.391426023121596,0.41997661415725723
2097683128547398912,279.6779745314569,38.43646223585837,12.87603,-2.376350380294608,20.244125420057358,2.000689755452678
2097683158607460096,279.6885617215758,38.45716249913255,19.972775,-0.49511805837169687,-6.127365063380797,0.03770819093392963
2097683162903875584,279.6907593975992,38.45347550278957,20.693985,0.09045663512719998,-2.6317791796023293,0.19311626485795425
2097683162903884416,279.6969916982428,38.45705421838135,18.928574,,,
2097683162907141760,279.68119242401946,38.45590439157258,13.123686,-4.357806058667465,-10.96272962510933,0.617941593100114
2097683162908133504,279.69707930820954,38.45701817668327,19.225637,,,
2097683192967159040,279.64737229308474,38.422846625266786,18.938526,-2.1536082668814096,-11.735168069094756,0.31250880600194997
2097683197266868352,279.6451221973076,38.43039873841461,17.280207,-6.306710995328064,-6.674255363920993,0.47792651855473045
2097683227326902144,279.6626646607117,38.44636367480769,19.104486,-3.9182433669816947,-4.749507714974571,0.13465585043693554
2097683227326902272,279.6626061927978,38.44500649649132,19.508093,-3.2055352115002482,-4.89582622582427,-0.3162817790493956
2097683227326902528,279.6564904366237,38.45047083125819,19.319803,-21.71077688245968,20.578415229195365,2.396629699728647
2097683231623293312,279.64837878633864,38.441800959150775,21.069263,,,
2097683231623311232,279.66135136629697,38.446811653804204,20.824726,-0.2853337191297515,-9.02843842973365,0.938227346291253
2097683231624306304,279.66261027361935,38.44382276110146,21.719664,,,
2097683261686639360,279.6355999097307,38.44117097591328,18.007435,-1.5175766120198966,-3.9668489216001124,0.30519535557409116
2097683261686639616,279.64449617602844,38.44310733111916,18.468452,-3.0877185847900126,3.7897548058770036,0.5522002026920083
2097683261686639872,279.6397002002237,38.444263285925445,17.485767,-5.202418806731864,-8.19842686071862,0.2990353121174192
2097683265982996992,279.6305601141821,38.443687154386225,20.717667,2.8117138552694434,-7.054594095154084,0.42140772404352467
2097683265983016320,279.633138041534,38.450073214604465,20.421873,-7.370815295051622,-15.620878873257901,1.1503290218154663
2097683265986346880,279.6316402253064,38.44959769541272,16.329147,3.522770271410183,-3.292885832965122,0.9631501622504006
2097683296046380160,279.64568098809013,38.45481160245262,20.185705,-2.3076194699507386,-1.8042207776146268,0.3321787956934536
2097683300342791040,279.6540138740402,38.45508498379797,20.58497,-2.6902821987642915,-1.996372349585053,0.8436890478543823
